PMID,extracted_sentence,Label
34295823,"Herein we        summarized the research progress of oncogenic or tumor suppressing  piRNAs  and        their regulatory mechanisms in regulating human  <disease>breast cancer </disease>, including        <piRNA>piR-021285</piRNA>, piR-823, piR-932, piR-36712, piR-016658, piR-016975 and piR-4987.",positive
34295823,"Herein we        summarized the research progress of oncogenic or tumor suppressing piRNA and        their regulatory mechanisms in regulating human  <disease>breast cancer </disease>, including         <piRNA> piR-932</piRNA>",positive
34295823,"Herein we        summarized the research progress of oncogenic or tumor suppressing piRNA  and        their regulatory mechanisms in regulating human  <disease>breast cancer </disease>, including         <piRNA> piR-36712 </piRNA>",positive
34295823,"Herein we        summarized the research progress of oncogenic or tumor suppressing  piRNAs  and        their regulatory mechanisms in regulating human  <disease>breast cancer </disease>, including   piR-021285, piR-823, piR-932, piR-36712, <piRNA> piR-016658 </piRNA>, piR-016975 and piR-4987.",positive
34295823,"Herein we        summarized the research progress of oncogenic or tumor suppressing  piRNAs  and        their regulatory mechanisms in regulating human  <disease>breast cancer </disease>, including      piR-021285, piR-823, piR-932, piR-36712, piR-016658,   <piRNA>piR-016975 </piRNA> and piR-4987.",positive
34295823,The        challenges and perspectives of <piRNA>piRNAs</piRNA> in the field of human <disease>cancer </disease> were        discussed.,Negative
34295823,"Herein we        summarized the research progress of oncogenic or tumor suppressing  piRNAs  and        their regulatory mechanisms in regulating human  <disease>breast cancer </disease>, including      piR-021285, piR-823, piR-932, piR-36712, piR-016658,   piR-016975  and <piRNA>piR-4987</piRNA>.",positive
34328192,"Increasing evidence has demonstrated that PIWI‑interacting RNA (<piRNA>piRNAs</piRNA>) are        abnormally expressed in various human cancers, such as <disease>liver  cancer </disease>",positive
34328192,"Increasing evidence has demonstrated that PIWI‑interacting RNA (<piRNA>piRNAs</piRNA>) are        abnormally expressed in various human cancers, such as <disease>prostate  cancer </disease>>, etc.",positive
34328192,"Increasing evidence has demonstrated that PIWI‑interacting RNA (<piRNA>piRNAs</piRNA>) are        abnormally expressed in various human cancers, <disease>lung cancer </disease>",positive
34328192,"Increasing evidence has demonstrated that PIWI‑interacting RNA (<piRNA>piRNAs</piRNA>) are        abnormally expressed in various human cancers, <disease>breast cancer </disease>,",positive
34328192,"Increasing evidence has demonstrated that PIWI‑interacting RNA (<piRNA>piRNAs</piRNA>) are        abnormally expressed in various human cancers, <disease>colorectal cancer </disease>",positive
34328192,"Increasing evidence has demonstrated that PIWI‑interacting RNA (<piRNA>piRNAs</piRNA>) are        abnormally expressed in various human cancers,        <disease>stomach cancer </disease>,",positive
34328192,"Despite their unclear molecular mechanisms, <piRNA>piRNAs</piRNA> may        act as tumor suppressors by interacting with multiple <disease>cancer disease</disease>‑related        signal pathways including STAT3/Bcl‑xl or coding genes, such as heat shock        transcription factor‑1.",positive
34328192,"Despite their unclear molecular mechanisms, <piRNA>piRNAs</piRNA> may        act as oncogenes by interacting with multiple <disease>cancer disease</disease>‑related        signal pathways including STAT3/Bcl‑xl or coding genes, such as heat shock        transcription factor‑1.",positive
34328192,"Hence, <piRNA>piRNAs</piRNA> may be potential markers and targets and        provide new opportunities for <disease>cancer </disease> diagnosis, treatment or prognosis        monitoring.",positive
34328192,"The current review mainly aims to highlight the latest research        progress made in the biological functions and regulation of <piRNA>piRNAs</piRNA> in mammals,        their involvement in various <disease>cancer Disease</disease>> forms and their potential clinical        applications.",positive
33395751,"Nevertheless, some studies have        revealed the presence of aberration of <piRNA>piRNAs</piRNA> and tsRNAs in <disease>renal cell carcinoma</disease>,        highlighting a potentially novel mechanism for tumor onset and progression.",positive
33395751,"In        this review, we provide an overview of three classes of small noncoding RNA:        miRNAs, <piRNA>piRNAs</piRNA> and tsRNAs, that have been reported dysregulation in renal cell        carcinoma and have the potential for advancing diagnosis, prognosis and        therapeutic applications of this <disease>RCC disease</disease>.",positive
38056635,Whether <piRNA>piRNAs</piRNA> are associated with        type 2 (T2)-high <disease>asthma</disease> is unknown.,Negative
38056635,OBJECTIVE: We sought to investigate the        association between <piRNA>piRNAs</piRNA> and T2-high <disease>asthma</disease> in childhood  asthma .,Negative
38056635,OBJECTIVE: We sought to investigate the        association between <piRNA>piRNAs</piRNA> and T2-high asthma in childhood <disease>asthma</disease>.,Negative
38056635,"Linear regression        was used for the association analysis of <piRNA>piRNAs</piRNA> and peripheral blood eosinophil        count, total serum IgE level, and long-term <disease>asthma</disease> exacerbation in children with asthma.",Negative
38056635,"Linear regression        was used for the association analysis of <piRNA>piRNAs</piRNA> and peripheral blood eosinophil        count, total serum IgE level, and long-term asthma exacerbation in children with <disease>asthma</disease>.",Negative
38056635,"All 22 significant <piRNA>piRNAs</piRNA> were identified in epithelial        cells in vitro, and 6 of these were differentially expressed between subjects        with <disease>asthma</disease> and healthy controls.",Negative
38056635,"Fourteen <piRNA>piRNAs</piRNA> were associated with long-term        <disease>asthma</disease> exacerbation, and effect of  piRNAs  on long-term  asthma  exacerbation are        mediated through eosinophil count and serum IgE level.",Negative
38056635,"Fourteen piRNAs were associated with long-term        asthma exacerbation, and effect of  <piRNA>piRNAs</piRNA>  on long-term  <disease>asthma</disease>  exacerbation are        mediated through eosinophil count and serum IgE level.",Negative
38056635,CONCLUSION: <piRNA>piRNAs</piRNA> are        associated with peripheral blood eosinophils and total serum IgE in childhood        <disease>asthma</disease> and may play important roles in T2-high asthma.,positive
38056635,CONCLUSION: <piRNA>piRNAs</piRNA> are        associated with peripheral blood eosinophils and total serum IgE in childhood        asthma  and may play important roles in T2-high <disease>asthma</disease>.,positive
34439315,"Novel findings        have demonstrated that lncRNA, circRNA, and <piRNA>piRNA</piRNA> are critically involved in the        regulation of gene expression and cellular signal transduction in       <disease>pancreatic  cancer </disease>.",positive
34439315,"In this review, we summarize the current knowledge of roles of lncRNA,        circRNA, and <piRNA>piRNA</piRNA> in the diagnosis and prognosis of <disease>pancreatic  cancer </disease> ",positive
29516567,Remarkable attempts have been exercised in recent years using high-throughput        technologies to identify and decipher the functions of <piRNA>piRNAs</piRNA> in various        abnormalities like <disease>cancer disease</disease>.,positive
29516567,"Further, we        validated the expression of key <piRNA>piRNAs</piRNA> and their target genes enriched in        <disease>cancer Disease</disease>-related networks, pathways and biological processes which are hypothesized        to play crucial roles in neoplastic events of NB.",positive
38993562,"Collectively, our study        indicates that <piRNA>piR-4447944</piRNA> is essential for prostate tumor-propagating cells and        mediates androgen-independent growth of PCa, which extends current understanding        of piRNA in <disease>cancer disease</disease> biology and provides a potential approach for CRPC treatment.",positive
38993562,"Collectively, our study        indicates that piR-4447944is essential for prostate tumor-propagating cells and        mediates androgen-independent growth of PCa, which extends current understanding        of <piRNA>piRNA </piRNA> in <disease>cancer disease</disease> biology and provides a potential approach for CRPC treatment.",positive
36198846,"PIWI proteins and (<piRNA>piRNAs</piRNA>) are commonly detected in human        cancers, especially in germline and somatic tissues, and correlate with poorer        clinical outcomes, suggesting that they play a functional role in <disease>cancer disease</disease>.",positive
36198846,And        we apply it to predict <piRNA>PiRNA</piRNA> <disease>disease</disease> association (GAPDA).,Negative
35969645,"Therefore, the identification of <piRNA>piRNA</piRNA>-<disease>disease</disease> associations of newly detected         piRNAs  has significant theoretical value and practical significance on        pathogenesis of diseases.",positive
35969645,"Therefore, the identification ofpiRNA -<disease>disease</disease> associations of newly detected         <piRNA> piRNAs </piRNA>  has significant theoretical value and practical significance on        pathogenesis of diseases.",positive
35969645,Experimental results demonstrate that iPiDA-LTR effectively predicts        <piRNA>piRNA</piRNA>-<disease>disease</disease> associations outperforming the other related methods.,Negative
38640879,"Although the functional roles        of PIWI proteins and <piRNA>piRNAs</piRNA> in human cells remain unclear, growing evidence        suggests that these molecules are gradually becoming valuable biomarkers for the        diagnosis and treatment of <disease>CVD</disease>.",positive
38640879,This review provides a comprehensive summary of        the latest studies on <piRNA>piRNAs</piRNA> in <disease>CVD</disease>.,positive
38677845,"One specific <piRNA>piRNA</piRNA>, piR-651 , has been        reported to be overexpressed in both human blood serum and solid <disease>cancer disease</disease> tissues,        that can be used a viable biomarker in  cancer disease  diagnosis.",positive
38677845,"One specific <piRNA>piRNA</piRNA>, piR-651 , has been        reported to be overexpressed in both human blood serum and solid  cancer disease  tissues,        that can be used a viable biomarker in <disease>cancer disease</disease> diagnosis.",positive
38677845,"One specific piRNA, <piRNA>piR-651</piRNA>, has been        reported to be overexpressed in both human blood serum and solid <disease>cancer disease</disease> tissues,        that can be used a viable biomarker in  cancer disease diagnosis.",positive
38677845,"One specific piRNA, <piRNA>piR-651</piRNA>, has been        reported to be overexpressed in both human blood serum and solid  cancer disease tissues,        that can be used a viable biomarker in <disease>cancer disease</disease> diagnosis.",positive
33330918,"In this study, we collected genotyping and <piRNA>piRNA</piRNA> expression data for        10 997 samples across 33 <disease>cancer disease</disease> types from Genome Atlas (TCGA).",Negative
32916452,"Although, a few computational ensemble methods have been        developed for identifying <piRNA>piRNA</piRNA>-<disease>disease</disease> associations, the low-quality negative        associations even with positive associations used during the training process        prevent the predictive performance improvement.",Negative
32916452,"In this study, we proposed a new        computational predictor named iPiDA-sHN to predict potential <piRNA>piRNA</piRNA>-<disease>disease</disease>        associations.",Negative
32916452,High-level features of <piRNA>piRNA</piRNA>-<disease>disease</disease> associations were        extracted by the Convolutional Neural Network (CNN).,Negative
32916452,Two-step positive-unlabeled        learning strategy based on Support Vector Machine (SVM) was employed to select        the high quality negative samples from the unknown <piRNA>piRNA</piRNA>-<disease>disease</disease> pairs.,Negative
32916452,"Finally,        the SVM predictor trained with the known <piRNA>piRNA</piRNA>-<disease>disease</disease> associations and the high        quality negative associations was used to predict new  piRNA - disease  associations.",Negative
32916452,"Finally,        the SVM predictor trained with the known piRNA - disease associations and the high        quality negative associations was used to predict new <piRNA>piRNA</piRNA>-<disease>disease</disease> associations.",Negative
30555542,This study        aimed to investigate the significance of some <piRNA>piRNAs</piRNA> in  <disease>colorectal cancer </disease> (CRC).,positive
30616319,"241        <piRNA>piRNAs</piRNA> were found in <disease>cancer disease</disease> and paracancerous tissues, and 1 634 <piRNA>piRNAs</piRNA> were        found in metastatic and non-metastatic tumors.",positive
30616319,"Conclusion: The expression levels of <piRNA>piRNA</piRNA> in hepatocellular carcinoma patients        with <disease>cancer  disease</disease> and paracancerous tissues, metastasis and non-metastatic liver cancer disease        tissues are different and it could be entailed in the metastasis process of        hepatocellular carcinoma.",positive
30616319,"Conclusion: The expression levels of <piRNA>piRNA</piRNA> in hepatocellular carcinoma patients        with  cancer  disease and paracancerous tissues, metastasis and non-metastatic  <disease>liver cancer disease</disease>        tissues are different and it could be entailed in the metastasis process of        hepatocellular carcinoma.",positive
36894069,Gene ontology (GO) and Kyoto Encyclopedia of Genes and        Genomes (KEGG) enrichment analysis showed that the target genes of <piRNA>piRNAs</piRNA> were        mainly involved in  various human <disease>antiviral immunity disease</disease>-related signaling        pathways.,positive
32853949,The number of studies focusing on the roles of <piRNA>piRNAs</piRNA> and PIWI proteins in the        field of <disease>cancer disease</disease> is increasing.,positive
32853949,This paper will provide an insight into current        knowledge about the functions of PIWI proteins and <piRNA>piRNAs</piRNA> in the <disease>oral cancer disease</disease>.,positive
32853949,This paper will provide an insight into current        knowledge about the functions of PIWI proteins and <piRNA>piRNAs</piRNA> in the  <disease>esophageal cancer </disease>.,positive
32853949,This paper will provide an insight into current        knowledge about the functions of PIWI proteins and <piRNA>piRNAs</piRNA> in the   <disease>gastric cancer </disease>.,positive
37839002,"Bioinformatics        analysis showed that the 4 up-regulated <piRNA>piRNA</piRNA> target genes were involved in 50        biological processes, such as negative regulation of apoptosis, positive        regulation of gene expression and positive regulation of GTPase activity, and        mainly concentrated in 13 signaling pathways including transcription        dysregulation, calcium and mitogen-activated protein kinase signaling pathways in        <disease>cancer disease</disease>.",Negative
35068393,"The function and underlying mechanisms of <piRNA>piRNAs</piRNA> in <disease>cancer disease</disease>, particularly in        colorectal carcinoma, are not fully understood to date.",Negative
35068393,"Abnormal expression of        <piRNA>piRNAs</piRNA> is emerging as a critical player in <disease>cancer disease</disease> cell proliferation, apoptosis,        invasion, and migration in vitro and in vivo.",positive
35068393,"However, little research has been done to check Piwi and        <piRNA>piRNAs</piRNA>' potential role in <disease>cancer </disease> and preserve genome integrity by epigenetically        silencing transposons via DNA methylation, especially in germline cancer stem        cells.",Negative
35068393,"However, little research has been done to check Piwi and        <piRNA>piRNAs</piRNA>' potential role in cancer   and preserve genome integrity by epigenetically        silencing transposons via DNA methylation, especially in germline <disease>cancer </disease> stem        cells.",Negative
35068393,"This review reveals emerging insights into <piRNA>piRNA</piRNA> functions in colorectal        carcinoma, revealing novel findings behind various piRNA-mediated gene regulation        mechanisms, biogenetic piRNA processes, and possible applications of piRNA  and        piwi proteins in <disease>cancer </disease> diagnosis and their potential clinical significance in        the treatment of colorectal carcinoma patients.",positive
35068393,"This review reveals emerging insights into piRNA functions in colorectal        carcinoma, revealing novel findings behind various <piRNA>piRNA</piRNA>-mediated gene regulation        mechanisms, biogenetic piRNA processes, and possible applications of piRNA and        piwi proteins in <disease>cancer </disease> diagnosis and their potential clinical significance in        the treatment of colorectal carcinoma patients.",positive
35068393,"This review reveals emerging insights into piRNA functions in colorectal        carcinoma, revealing novel findings behind various piRNA-mediated gene regulation        mechanisms, biogenetic <piRNA>piRNA</piRNA> processes, and possible applications of piRNA and        piwi proteins in <disease>cancer </disease> diagnosis and their potential clinical significance in        the treatment of colorectal carcinoma patients.",positive
35068393,"This review reveals emerging insights into piRNA functions in colorectal        carcinoma, revealing novel findings behind various piRNA-mediated gene regulation        mechanisms, biogenetic piRNA processes, and possible applications of <piRNA>piRNAs</piRNA> and        piwi proteins in <disease>cancer </disease> diagnosis and their potential clinical significance in        the treatment of colorectal carcinoma patients.",positive
36445194,<piRNA>piRNA</piRNA> and PIWI proteins have been confirmed for <disease>disease</disease> diagnosis and treatment        as novel biomarkers due to its abnormal expression in various cancers.,positive
36445194,"However,        the current research is not strong enough to further clarify the functions of        <piRNA>piRNA</piRNA> in <disease>cancer disease</disease> and its underlying mechanism.",Negative
36650439,Identifying potential        <piRNA>piRNA</piRNA>- disease associations (PDAs) is crucial for understanding <disease>disease</disease>        pathogenesis at molecular level.,positive
31691558,"It has been reported that (<piRNA>piRNAs</piRNA>) play critical roles in        activating invasion and metastasis, evading growth suppressors, and sustaining        proliferative signaling of <disease>cancer disease</disease> and can be regarded as a novel biomarker        candidate.",positive
31691558,"Herein, we        designed aptamer-functionalized activatable DNA tetrahedron nanoprobes        (apt-ADTNs) to image and regulate endogenous <piRNA>piRNAs</piRNA> in <disease>cancer disease</disease> cells.",positive
31691558,"As the achievement of synchronously        imaging and regulating <piRNA>piRNA-36026</piRNA> in MCF-7 cells, we believe that this design        holds great promise in application of diagnosis and therapy for <disease>cancer disease</disease>.",positive
30636640,"Although the importance of   (<piRNA>piRNAs</piRNA>) in <disease>cancer disease</disease> has been increasingly recognized, few        studies have been explored the functional mechanism of piRNAs in  breast cancer      development and progression.",positive
30636640,"Although the importance of   (piRNA) in cancer disease  has been increasingly recognized, few        studies have been explored the functional mechanism of <piRNA>piRNAs</piRNA> in <disease>breast cancer </disease>    development and progression.",positive
30636640,METHODS: We examined the top 20 highly expressed        <piRNA>piRNAs</piRNA> based on the analysis of TCGA  data in two patient cohorts to        test the roles of piRNA in  <disease>breast cancer </disease>.,Negative
30636640,METHODS: We examined the top 20 highly expressed       piRNA based on the analysis of TCGA  data in two patient cohorts to        test the roles of <piRNA>piRNAs</piRNA> in  <disease>breast cancer </disease>.,Negative
30636640,"The effects of <piRNA>piRNA-36</piRNA>, piRNA-712 on the        malignant phenotypes and chemosensitivity of  <disease>breast cancer </disease> cells were detected in        vitro and in vivo.",positive
30636640,"The effects of piRNA-36,<piRNA>piRNA-712</piRNA> on the        malignant phenotypes and chemosensitivity of  <disease>breast cancer </disease> cells were detected in        vitro and in vivo.",positive
30636640,"RESULTS: We found  <piRNA>piRNA-36</piRNA>, piRNA-712 level        was significantly lower in  <disease>breast cancer </disease> than in normal breast tissues and low        level was correlated with poor clinical outcome in patients.",Negative
30636640,"RESULTS: We found  piRNA-36,<piRNA>piRNA-712</piRNA> level        was significantly lower in  <disease>breast cancer </disease> than in normal breast tissues and low        level was correlated with poor clinical outcome in patients.",Negative
30636640,"We also found that higher SEPW1 expression due to downregulation of        <piRNA>piRNA-36</piRNA>, in  <disease>breast cancer </disease> may suppress P53, leading to the upregulated Slug        but decreased P21 and E-cadherin levels, thus promoting cancer cell        proliferation, invasion and migration.",positive
30636640,"We also found that higher SEPW1 expression due to downregulation of        <piRNA>piRNA-36</piRNA>, in breast cancer  may suppress P53, leading to the upregulated Slug        but decreased P21 and E-cadherin levels, thus promoting <disease>cancer </disease> cell        proliferation, invasion and migration.",positive
30636640,"Furthermore, we found that <piRNA>piRNA-36</piRNA>,        had synergistic anticancer effects with the paclitaxel and doxorubicin, two        chemotherapeutic agents for  <disease>breast cancer </disease>.",positive
30636640,"CONCLUSIONS: These findings suggest        that <piRNA>piRNA-36</piRNA>, is a novel tumor suppressor and may serve as a potential        predictor for the prognosis of  <disease>breast cancer </disease> patients.",positive
28529570,It        has been suggested that the PIWI-<piRNA>piRNA</piRNA> complex contributes to <disease>cancer </disease> development        and progression by promoting a stem-like state of cancer disease cells.,positive
28529570,It        has been suggested that the PIWI-<piRNA>piRNA</piRNA> complex contributes to  cancer development        and progression by promoting a stem-like state of <disease>cancer disease</disease> cells.,positive
31755303,The expression patterns of <piRNA>piRNAs</piRNA> in  <disease>pulmonary tuberculosis</disease>        (PTB) are still unclear.,Negative
33622565,OBJECTIVE: To depict the  (<piRNA>piRNA</piRNA>) profile in oocytes from        patients with <disease> recurrent oocyte maturation arrest (ROMA) </disease>and explore the piRNA       candidates associated with the it.,positive
33622565,OBJECTIVE: To depict the  (piRNA) profile in oocytes from        patients with <disease> recurrent oocyte maturation arrest (ROMA) </disease>and explore the <piRNA> piRNA </piRNA>       candidates associated with the it.,positive
26852287, (<piRNA>piRNAs</piRNA>) are a class        of small non-coding RNAs aberrantly expressed in <disease>cancer disease</disease>.,positive
39040379,"Piwi-interacting        RNAs (<piRNA>piRNAs</piRNA>) are a type of small noncoding RNA that interacts with Piwi proteins        and has been linked to various diseases, especially <disease>cancer disease</disease>.",positive
39040379,"This review uncovers the relationship between  (<piRNA>piRNA</piRNA>) and a variety of <disease> gastrointestinal cancers </disease>, including biliary tract cancer      (BTC).",Negative
39040379,"This review uncovers the relationship between  (<piRNA>piRNA</piRNA>) and a variety of gastrointestinal cancers, including <disease>biliary tract cancer </disease>    (BTC).",Negative
39040379,"In summary, this        review underscores the value of <piRNA>piRNAs</piRNA> as valuable biomarkers and promising        targets for treating <disease> BTC </disease>, as we delve into the association between piRNA and        various gastrointestinal cancers and how piRNA can impact gene        expression and control essential pathways for digestive cancer disease advancement.",positive
39040379,"In summary, this        review underscores the value of piRNA as valuable biomarkers and promising        targets for treating BTC, as we delve into the association between <piRNA>piRNAs</piRNA> and        various <disease> gastrointestinal cancers </disease> and how piRNA can impact gene        expression and control essential pathways for digestive cancer disease advancement.",positive
39040379,"In summary, this        review underscores the value of piRNA as valuable biomarkers and promising        targets for treating BTC, as we delve into the association between piRNA  and        various gastrointestinal cancers and how <piRNA>piRNAs</piRNA> can impact gene        expression and control essential pathways for <disease> digestive cancer </disease> advancement.",positive
26617674,Understanding of the <piRNA>piRNA</piRNA> functions in mosquitoes could offer an        opportunity for <disease>disease</disease> vector control by the reduction of their reproductive        potential.,Negative
26617674,"RESULTS: To analyze the similarities and differences in this pathway        between Drosophila and mosquito, we performed an in-depth analysis of the genomic        loci producing <piRNA>piRNAs</piRNA> and their targets in the African <disease>malaria</disease> vector Anopheles        gambiae.",Negative
26617674,"gambiae        generate a substantial portion of <piRNA>piRNAs</piRNA>, suggesting a role of the piRNA pathway        in the epigenetic regulation of the reproductive processes in the African <disease>malaria</disease>        vector.",positive
26617674,"gambiae        generate a substantial portion of piRNAs, suggesting a role of the <piRNA>piRNA</piRNA> pathway        in the epigenetic regulation of the reproductive processes in the African <disease>malaria</disease>        vector.",positive
38060527,BACKGROUND: Emerging evidence has demonstrated that (<piRNA>piRNAs</piRNA>) play important roles in various physiological processes and contribute        to <disease>cancer disease</disease> progression.,positive
38060527,"PubMed,        Embase, and Cochrane databases were searched to evaluate the diagnostic relevance        of <piRNA>piRNAs</piRNA> in <disease>cancer disease</disease>.",Negative
38060527,RESULTS & CONCLUSIONS:        The area under the curve (AUC) values of 26 <piRNA>piRNAs</piRNA> in patients with <disease>cancer disease</disease> ranged        from 0.,Negative
38060527,The        sensitivity of the total of 21 <piRNA>piRNAs</piRNA> in <disease>cancer disease</disease> patients was between 42.,positive
38060527,"Notably, <piRNA>piR-823</piRNA> showed a significant diagnostic performance in four        types of <disease>colorectal cancer </disease> ",positive
38060527,"Notably, <piRNA>piR-823</piRNA> showed a significant diagnostic performance in four        types of <disease>esophageal cancer </disease> ",positive
38060527,"Notably, <piRNA>piR-823</piRNA> showed a significant diagnostic performance in four        types of <disease>gastric cancer </disease> ",positive
38060527,"Notably, <piRNA>piR-823</piRNA> showed a significant diagnostic performance in four        types of <disease>renal cell cancer </disease>",positive
28460486,"Here, small RNA        sequencing was used to profile the miRNA and (<piRNA>piRNA</piRNA>)        transcriptomes in relation to  <disease>lung cancer </disease> metastasis.",positive
31317647,"Outside of the germline, <piRNA>piRNAs</piRNA> were found to function in        embryogenesis, development, regeneration and <disease>cancer disease</disease> cells.",positive
38518153,"However, the role of        <piRNA>piRNAs</piRNA> in sporadic <disease>Parkinson's disease</disease> (PD) remains unclear.",Negative
38518153,This study was        conducted to explore key <piRNA>piRNAs</piRNA> that can be used as biomarkers for sporadic        <disease>Parkinson's disease</disease>.,positive
31478570,Recent evidence in small        RNA research has led to the discovery of (<piRNA>piRNAs</piRNA>) which        work in an orchestrated fashion to modulate gene expression both in homeostatic        conditions and abnormalities like <disease>cance disease</disease> including NB.,positive
36936778,Our findings here suggest that <piRNA>piRNAs</piRNA> play important roles in         <disease>infectious disease</disease> pathogenesis and can serve as potential biomarkers and        therapeutic targets.,positive
33081152,"In this study, small-RNA sequencing        was used to identify the global <piRNA>piRNAs</piRNA> expression profile (piRNome) of         <disease>gastric cancerb</disease> patients.",Negative
33081152,"We found 698 <piRNA>piRNAs</piRNA> in gastric tissues, 14 of which were        differentially expressed (DE) between  <disease>gastric cancer </disease> (GC), adjacent to          gastric cancer (ADJ), and  non-cancer disease tissues (NC).",positive
33081152,"We found 698 <piRNA>piRNAs</piRNA> in gastric tissues, 14 of which were        differentially expressed (DE) between gastric cancer (GC), adjacent to         <disease>gastric cancer </disease> (ADJ), and non-cancer disease tissues (NC).",positive
33081152,"We found 698 <piRNA>piRNAs</piRNA> in gastric tissues, 14 of which were        differentially expressed (DE) between  gastric cancer (GC), adjacent to gastric cancer (ADJ), and <disease>non-cancer disease</disease> tissues (NC).",positive
33081152,"Furthermore, an in-silico search for mRNAs targeted by the        differentially expressed <piRNA>piRNAs</piRNA> revealed that these piRNAs may regulate genes        that participate in <disease>cancer disease</disease>-related pathways, suggesting that these small        non-coding RNAs may be directly and indirectly involved in gastric        carcinogenesis.",positive
33081152,"Furthermore, an in-silico search for mRNAs targeted by the        differentially expressed piRNAs revealed that these <piRNA>piRNAs</piRNA> may regulate genes        that participate in <disease>cancer disease</disease>-related pathways, suggesting that these small        non-coding RNAs may be directly and indirectly involved in gastric        carcinogenesis.",positive
34346164,(<piRNA>piRNAs</piRNA>) are a type of small non-coding RNAs that may play crucial roles in        <disease>cancer disease</disease> progression and serve as biomarkers for tumor detection.,positive
29320577,"PIWI-interacting (<piRNA>piRNAs</piRNA>), ~23-36 nucleotide-long small non-coding RNAs        (sncRNAs), earlier believed to be germline-specific, have now been identified in        somatic cells, including <disease>cancer disease</disease> cells.",positive
29320577,"The expression of <piRNA>piRNAs</piRNA> in  <disease>ovarian cancer </disease>, the most lethal    gynecologic cancer is largely uncharted.",Negative
29320577,"The expression of <piRNA>piRNAs</piRNA> in ovarian cancer , the most lethal         <disease>gynecologic cancer </disease> is largely uncharted.",Negative
29320577,"In this study, we investigated the expression of        PIWILs by qRT-PCR and western blotting and then identified <piRNA>piRNA</piRNA> transcriptomes        in tissues of normal ovary and two most prevalent epithelial  <disease>ovarian cancer </disease>        subtypes, serous and endometrioid by small RNA sequencing.",positive
29320577,"We detected 219, 256        and 234 <piRNA>piRNAs</piRNA> in normal ovary, endometrioid and serous  <disease>ovarian cancer </disease> samples        respectively.",positive
36853842,The biological importance of <piRNA>piRNAs</piRNA> in  <disease>ovarian cancer </disease> is        still unknown.,Negative
36853842,"In this study, we investigated the expression of <piRNA>piRNAs</piRNA> in         <disease>ovarian cancer </disease> stem cells and compared it with that in adherent cells.",Negative
36853842,Changes in <piRNA>piRNA</piRNA> expression levels in  <disease>ovarian cancer </disease>        stem cells were analyzed using Arraystar piRNA microarray screening.,positive
36853842,Changes in piRNA expression levels in  <disease>ovarian cancer </disease>        stem cells were analyzed using Arraystar <piRNA>piRNA</piRNA> microarray screening.,positive
36853842,Conclusion: Our        study showed that PIWI proteins and <piRNA>piRNAs</piRNA> are potential diagnostic and        prognostic biomarkers for  <disease>ovarian cancer</disease>.,positive
30596273,"Upregulated        <piRNA>piRNAs</piRNA> participated in pathways including proteoglycans in <disease>cancer disease</disease>,        phosphatidylinositol signaling, cGMP-PKG signaling, and stem cell pluripotency        regulation.",positive
21311060,"To understand how <piRNA>piRNAs</piRNA> are        controlled, we analyzed the transcription factor binding sites in the putative        promoters of 10 representative <disease>stroke</disease>-responsive piRNA.",positive
21311060,"To understand how piRNAs are        controlled, we analyzed the transcription factor binding sites in the putative        promoters of 10 representative <disease>stroke</disease>-responsive <piRNA>piRNAs</piRNA>.",positive
21311060,"Of the 159 transcription factors        observed to have binding sites in the <piRNA>piRNA</piRNA> gene promoters, 59% belonged to 20        major families indicating that transcription factors control <disease>stroke</disease>-responsive  piRNA in a redundant manner.",positive
21311060,"Of the 159 transcription factors        observed to have binding sites in the piRNA gene promoters, 59% belonged to 20        major families indicating that transcription factors control <disease>stroke</disease>-responsive  <piRNA>piRNA</piRNA> in a redundant manner.",positive
38084051,"Moreover, it can detect the endogenous <piRNA>piRNA</piRNA> level in different cell lines, and        discriminate <disease>cancer disease</disease> tissues from normal tissues.",positive
35057921,Aberrant expressions of <piRNA>piRNAs</piRNA> have been        recently found in a variety of malignant tumors and associated with <disease>cancer disease</disease>        hallmarks.,positive
35057921,"With this system, we have detected <piRNA>piR-651</piRNA> and miR-1246 in 10(6) particles μL(-1)        MCF-7 cell-secreted exosomes, and successfully performed a direct plasma biopsy        to diagnose   breast cancer  with sensitivity and specificity both at 100% in        cohorts of 21  <disease>breast cancer </disease> patients and 13 healthy controls.",positive
35057921,"With this system, we have detected <piRNA>piR-651</piRNA> and miR-1246 in 10(6) particles μL(-1)        MCF-7 cell-secreted exosomes, and successfully performed a direct plasma biopsy        to diagnose  <disease>breast cancer </disease> with sensitivity and specificity both at 100% in        cohorts of 21  breast cancer  patients and 13 healthy controls.",positive
35057921,"This universal        biosensing system provides a simple and efficient strategy in analyzing multiple        <piRNA>piRNA</piRNA>/miRNA biomarkers in complicated biological samples, indicating its        potential of clinical application in <disease>cancer disease</disease> diagnostics.",positive
26013764,"A total of 522 <piRNA>piRNAs</piRNA> are expressed in corresponding tumour        tissues, largely distinguishing tumour from non-malignant tissues in a        <disease>cancer disease</disease>-type specific manner.",positive
26013764,"We showed that <piRNA>piRNA</piRNA>        expression can delineate clinical features, such as histological subgroups,        <disease>disease</disease> stages, and survival.",Negative
26013764,<piRNA>PiRNAs</piRNA> common to many <disease>cancer disease</disease> types,positive
